"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"0f9989fa-d787-4680-a43e-fda592d5e936","760c88f5-445c-42d4-bfc6-7c26f9e05b59","duke10095570","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"williams, h.f.","6258d160-a7aa-4937-bce3-3538eebd374f"
"0fc5311b-d8e0-46cf-9e9d-c362f9987ef6","31b3045f-b061-4553-8e37-b3f7e8abd9ec","ncu00332016","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,"coker, william chambers","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"0fd953dd-a817-4939-88d9-9d3b4e050441","47849cd5-8dfd-44a1-848f-7ecf6ca9fbf2",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2006",NA,NA,"loy r. phillippe, cassandra allsap, connie cunningham, grant cunningham, paul b. marcum","f0174bc9-0cca-450e-a941-655d80040139"
"0ff87b0c-c260-4349-b9c6-fb9e93e3e03e","8ad17c8c-5e24-42eb-9655-b98a75dabec2","no0092177","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,"1977-06-03","1977","6","3","eric sundell","4523e216-ee13-4b15-a3f7-a6fd56431604"
"100c6db3-efaa-4117-a36b-0a0230879352","s:vascularplants:s16-3460","s16-3460","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1897-06-10","1897","06","10",NA,"fc014977-92f7-47fd-92d7-b609c39d8212"
"108e07ba-596a-4642-9ed5-37e12bdf0a5a","b398b427-52f0-4b77-96d7-b1fb0474df65","4134","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1940",NA,NA,"a. b. massey","042dbdba-a449-4291-8777-577a5a4045de"
"10d20ca1-143d-487d-8f09-fe252fe43da4","845b4461-24b8-4a86-93c8-7cab98837348","duke10095557","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"10d8de4a-cd06-4dbd-b16d-c1517334073c","b30c5806-c8fd-438c-b803-699e3e2b2ea0","muhw018001","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1940-09-10","1940","9","10","frank t. mcfarland","8f689b8b-5b65-4638-9555-f2a5d237a624"
"1135b055-ad82-48e8-b91f-143de8361e27","30c21f12-9f96-4378-8f42-f61f561db032","hunt-003735","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,NA,NA,NA,NA,NA,"67893f3c-c409-41c6-a8f2-47956739a911"
"1138b9e9-473b-4ea5-9371-0d829d3ee5ce","3fddd1e3-5ee9-4d20-99c5-7a4c61988e42","ncu00080580","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1974",NA,NA,"boufford, david e.; schram lynn a.; wickland, diane e.; wood, emily w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1158c772-6972-4dcb-b8b5-5b0efb5f378b","http://n2t.net/ark:/65665/3da61dcb4-14b1-4618-922a-d53d7bde0fe9",NA,"diapensiaceae","galax","galax urceolata","united states","virginia",-76.8561,36.8246,"2016-05-22","2016","5","22","m. t. strong & c. l. kelloff","6b8d6d23-308a-4886-a3e4-00afbfc2960b"
"11728f0a-0b5c-4d75-88c6-27834a067af8","a4256996-3377-4c35-aee5-626c58612dbd","farm-0026156","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1987",NA,NA,"stevens, charles e.","a16dc8d8-ff4a-4d62-a684-2937fb292b8d"
"1184f371-6a02-4f03-a40e-dbfae7668ea4","168f70be-d651-4f4f-ad5c-7141367d65c3","275429","diapensiaceae","galax","galax urceolata","united states","north carolina",-81.273196,35.236926,NA,NA,NA,NA,"michelle gaynor","781fd581-7b93-471e-a025-413e4bcd8491"
"11e49eda-7efc-4328-92a1-d4ade2bc3d1f","9f7c511e-1c5a-4870-9459-ae1515383d1e","clems0042902","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1991-06-10","1991","6","10","l. w. zettler","264c48ec-8636-451f-a7e0-74131bc6f84c"
"11ec399e-a505-41d9-8110-e23e9d98b42e","aa4c64c4-b7a9-4ed9-b181-9873e4e948e1","15506","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1958-05-17","1958","5","17","r. a. pedigo","042dbdba-a449-4291-8777-577a5a4045de"
"120b2bc5-8fa1-43f5-b27f-8b6ff9580bae","08dc6599-7b22-4efa-9073-27167a8d4cb3","clems0042872","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1971-09-26","1971","9","26","w. h. leach","264c48ec-8636-451f-a7e0-74131bc6f84c"
"12a6fe50-5c54-4f0d-bb2e-480108a39629","5f4bed4a-4c87-4475-9e8b-b6442b85b656","ga273167","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1982-05-23","1982","5","23","drapalik, don","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"12ad4aef-0795-499b-88a1-a708d7982c12","0d626226-d15f-4cdd-a8b3-6952d5693fac","farm-0026161","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1997",NA,NA,"stevens, charles e.","a16dc8d8-ff4a-4d62-a684-2937fb292b8d"
"12f14df9-b3a2-453c-be42-ee158e4f7b6a","7e33de68-9ff9-4bd5-bac0-71a12008753d","pbru00040693","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,NA,NA,NA,NA,"buckley","e5f57bb0-07ec-4405-90b6-dc89647a1cb5"
"133e34f2-8a70-4ec6-aa53-5ff3cd8251ca","2fa4e0aa-1c99-40de-aee8-19cd6d727a01","ind-0096108","diapensiaceae","galax","galax urceolata","united states","tennessee",-83.823822,35.630123,"1932-04-29","1932","4","29","james s. brooks","0dab1fc7-ca99-456b-9985-76edbac003e0"
"13468714-562d-48ce-afa4-7fdaaccfa69d","1d5ae337-8585-43a1-a0c7-a8acf4878678","014272","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e23109b4-e143-437c-b329-3dff7cb35488"
"1349f21c-0206-49af-9294-cefd202925c2","4ee4efca-ac55-443d-8757-0c0170458d4c","wcuh0010420","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"136b2673-baa5-480b-888a-2dc6e0654b63","a395af9b-b238-4b8f-b2aa-2550abe14326","cm149932","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1966",NA,NA,"henry, l.k.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"13986eeb-baac-4098-88bd-7ac1c0de98eb","1f8d6d54-76de-4ab9-a0d0-01346d4d06b9","wcuh0010430","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"13a0d476-cae6-433e-9d0c-43a3b098ede7","66647609-ab2c-452a-88aa-7782a3380215","rsa0508054","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1899-06","1899","6","0","unknown","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"13ac49e8-9c8f-4a3b-890b-ce6a77f802ea","4ddf7f22-c5f2-446b-9442-bcf2786198a4","ncsc00082906","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"13adf0e9-ac1f-4e52-bf84-6d33f8b9dee1","07a03186-5ef7-4d21-bb27-2fbb00deb180","duke10095561","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"13cdebd8-bcff-4766-b91b-461d364a9102","2500c22e-5a63-4932-960d-22d5ab126ff2","ncu00332704","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1968",NA,NA,"james, fred c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"146dad9a-93cb-4caf-a829-7fd0b4f0d7dd","de4ad4e7-a62f-4140-bbee-899277e3548d","etsu025800","diapensiaceae","galax","galax urceolata","united states","tennessee",-81.9084,36.39493,"2014-05-30","2014","5","30","trevor lowe; adam mccullough","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"148c4794-b61d-4611-8158-dbf4410fc79f","194f1bc6-8ec2-4f0b-85e1-e7f6a4890887","cm327822","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1986",NA,NA,"wieboldt, t.w.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"149485bf-495e-4720-86e8-c987cf80dfd3","e3e18cf8-9818-4a26-9dc4-dd4a69cdba13","duke10095604","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"15add81d-9d79-4da8-b352-757908a7ec2a","d6dafdd8-8eac-42f6-8529-9d893f77076d",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2006",NA,NA,"loy r. phillippe, paul b. marcum, michael j.c. murphy, & jim payne","f0174bc9-0cca-450e-a941-655d80040139"
"15debc66-1598-493c-a584-9c4ad0eca10f","3052cbf4-86eb-4f5b-b54a-acc6b940938f","uncc_02780","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"15e3814e-7cf8-47d4-97e7-24aa40169c85","2ade7376-2803-4992-9909-305e2e939e52","aasu003140","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1967-05-20","1967","5","20","leaich, laurie","43c69d2a-0fd2-4d34-a1ef-50d0f9c01353"
"15ebe542-272b-4723-a6e4-9badc6e6d0fa","urn:uuid:e51ba361-772c-4425-a768-d377a5167860","vsc0021159","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1974-10-19",NA,NA,NA,"wayne r. faircloth","76fd34da-4892-4821-858d-98fe9e28ba8b"
"16a3c53f-3d8a-47b2-930a-e0082337b0f4","f44be97c-6bed-4cb2-80f8-93d564330591","muhw018003","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1934-06-07","1934","6","7","a.j. sharp; m.b. wilson","8f689b8b-5b65-4638-9555-f2a5d237a624"
"16bfb2d1-43d5-4ec0-a7c4-469938ba91e4","45797efc-27a5-11e3-8d47-005056be0003","lsu00085809","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1977-06-05","1977","6","5","garrie p. landry; r. dale thomas","4523e216-ee13-4b15-a3f7-a6fd56431604"
"172603af-26e2-4c4d-9854-c1bbee3f5af9","2b7e8059-42f9-4fb6-9cfe-47c71ca28e78","rsa0508058","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1902-07-30","1902","7","30","[illegible]","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"172727a8-026d-4d2c-a255-693641fda0ae","27402222-4e0c-4b0b-ac68-463112bd01e7","81834","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"2014",NA,NA,"cyrus, caitlin d; sleight, trevor a; akbarali, aamir h; phung, tram h","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"1790aa74-f7b9-4438-8d00-851f3e254c61","ffaeeb63-ae5b-4df9-95d3-78788fea872c","rsa0508065","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1908-08-22","1908","8","22","p. a. rydberg","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"17a5a4f4-436e-46ef-8a7d-3a59196eebff","urn:catalog:uconn:conn:conn00108007","conn00108007","diapensiaceae","galax","galax urceolata","united states","north carolina",-82.53361,35.55833,"1897-06-10","1897","6","10","biltmore herbarium","e70af26a-fb9e-43ab-96a0-d62a2df37e6d"
"1816d62d-68fc-480f-8e69-449a48222e54","9beb9bf7-120c-46b6-8f68-377edfd67222","275428","diapensiaceae","galax","galax urceolata","united states","north carolina",-79.368269,35.153518,NA,NA,NA,NA,"michelle gaynor","781fd581-7b93-471e-a025-413e4bcd8491"
"1864bfc9-d0d0-43d1-838a-c14d14522a4a","543ebe44-c2aa-4c7e-80ed-443ee4943704","nha-528402","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1961-08-07","1961","8","7","c. m. wilson","7644703a-ce24-4f7b-b800-66ddf8812f86"
"186e306b-6ccd-44de-8b1a-9961a6e7c231","cc210231-6787-4156-a099-716de8b6e6b7","6242","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1968",NA,NA,"whitaker, d.","de67ccab-7d04-43b9-8083-81e45f628505"
"187b1679-6117-45b8-a45d-dbd039db5d55","e784b437-0eff-477b-8731-9b6421139449","1719","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1936",NA,NA,"buell, j. h.","de67ccab-7d04-43b9-8083-81e45f628505"
"187c0724-31ca-478a-ad7b-b1dc52069062","http://n2t.net/ark:/65665/33ec482ba-b487-4e1b-9ebf-45704cc501ad","us 646774","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1903-05-15","1903","5","15","g. s. miller","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"18c1e796-a440-4652-b23b-98af8dbed24a","afc6e9fa-8fdd-486d-8bf6-a1bdd41ee567","duke10095598","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"18e68073-f13d-4e5c-b5f7-826ed1255b8a","http://n2t.net/ark:/65665/300ff5a35-a509-4379-a2db-da0e02b3d2dc","us 1341175","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1923-06-23","1923","6","23","h. meredith","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"19086b17-f336-474a-9140-e37d69c09fc1","1d0937c4-7332-41b5-9cd0-0ef6d0cb7746","ga059185","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1977-04-30","1977","4","30","muir, m","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"1934a100-f378-4a64-9fee-1ce6dd8c1d59","8fc3680f-7223-4fe6-9b34-2ccc7882abea","farm-0026155","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1995",NA,NA,"stevens, charles e.; kagey, jacob; dove, alvin","a16dc8d8-ff4a-4d62-a684-2937fb292b8d"
"1942dc2f-bcc0-41dc-843a-e56b1a1ff09b","fe7480b1-e745-4de7-b266-fa0d9a3cbac3","duke10095594","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"19858b64-c522-407a-81fd-fa26923fd034","a4c3ef22-c231-48a9-b4e9-5f366a690ff7","wcuh0010422","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"19999159-8fec-4076-8a14-64455945b1dc","15561556-018b-4ba9-a822-204f721f5b20","cm149924","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1942-09-29","1942","9","29","boardman, c.m.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"19ff54a4-43a5-4097-9db0-a9b3ca6647b8","3e982cc2-c498-4eb3-95da-e2fa85b78a15","ncu00443061","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1897",NA,NA,"townsend, edward candee","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1a569a98-2761-4afa-a729-8b550200533e","7b08d430-475a-4267-8545-bb1afa3dd1d9","dov0087152","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2007",NA,NA,"robert f.c. naczi; bruce a. sorrie; william a. mcavoy","910eadc8-8131-428c-b28a-91d0e2890f1d"
"1a89093e-dbc0-430e-915d-77963d35a1d4","b0715267-3149-423d-8cab-a2fa0d1d86f3",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2009",NA,NA,"loy r. phillippe & james r. payne","f0174bc9-0cca-450e-a941-655d80040139"
"1ac49c15-b4d4-42fa-ae83-c9acb140e773","c5b48c3c-9ea4-4172-99d3-3ab9a1e8e455","clems0042869","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1975-10-30","1975","10","30","j. s. lewis","264c48ec-8636-451f-a7e0-74131bc6f84c"
"1ad76e06-a036-4a92-a67e-8ee44130e7dd","b7b552ee-a750-4bac-8638-e6642a0f054b","ga059191","diapensiaceae","galax","galax urceolata","united states","georgia",-84.581149,34.185619,"1948-06-13","1948","6","13","duncan, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"1b04ab76-7b9f-4b15-a48a-ae6aeef8aabb","1b27041e-c4be-4749-8f2c-d8f6a4f59edb","gmuf-0030710","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1995",NA,NA,"gary p. fleming","e794b292-4a94-471e-ab84-6aaef1fea1b3"
"1b5dd2c6-e290-4ac6-9914-6f2157de6dc3","b48f8842-5ef3-45f7-9acc-8886f7d2804d","ncu00332717","diapensiaceae","galax","galax urceolata","united states","west virginia",-81.38038,37.58317,"1965-06-17","1965","6","17","evans, dana stike","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1bc36e88-6da1-4d95-9825-a0b300922c9e","fd42fefc-4930-467f-b8de-8397fd12687b","ga202463","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"1bed2702-edb8-423f-bc88-9724bb5852a6","baa542f1-876a-4cd7-b0bf-a57c79b8a2a9","rsa0508060","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"1bf2afb2-fdb4-4e79-8d1c-237ee3b13f37","http://n2t.net/ark:/65665/36ee7efb8-a2ae-4f76-aac2-8969fdda9335","us 2681742","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1951-09-01","1951","9","1","f. r. fosberg","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"1c1de58a-547a-4825-9ea7-8f4b83305620","d467f174-1a91-42ad-a8ab-46b7df173496","ncu00436136","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1994",NA,NA,"weldy, troy; messick, anne","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1c3147df-bd48-47e1-a266-cb18c11032e9","53a763e9-5576-4441-ad81-cf120cd405b1","cm149912","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1954-06-18","1954","6","18","henry, l.k.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"1c7564f3-2ec9-4c35-a6d8-22ea609c9abe","d7a0eeb2-1f86-4ea5-afb1-f55a3dcf610d","duke10095585","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"1c780dad-4db8-448c-8ea8-231cf7a3a2fb","95937944-558f-4137-a5bc-bec8859e4e89","ncu00456607","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2024",NA,NA,"mccormick, carol ann; peifer, mark","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1c81f694-11a1-41e9-a195-c8e03ad50ac4","b9f29a33-f5ce-40c8-9627-704fa3bd271f","clems0065620","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c"
"1c8c5d50-3c05-4fca-9edf-b03c6b9f4802","aa54f8d6-7689-4650-a0cd-119aa44f11af","ncu00237332","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1979",NA,NA,"taggart, john b.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1cad64ae-7201-4b04-9c58-976fea29edb5","2e24caa3-d05e-462c-a908-6b9e07586553","ncu00332615","diapensiaceae","galax","galax urceolata","united states","tennessee",-83.695244,36.190463,"1934-04-25","1934","4","25","mccarroll, j. n.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1cbfbf17-f737-4916-94de-517ba5ec1858","c18afec7-0612-4cec-9e86-4f7e601c95a6","no0092172","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1933",NA,NA,"margaret potts","4523e216-ee13-4b15-a3f7-a6fd56431604"
"1ce2161b-e69b-416c-9164-97a30f0676c7","01175c1b-30e5-4d42-b717-114d383da54d","etsu015796","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1950-03-26","1950","3","26","houchens","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"1ce515c5-6b47-4021-b78c-27845b97f84d","5907b1fe-118c-4d1c-8f7c-e1443ba47791","ncu00332702","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1973",NA,NA,"appler, phyllis k.; hall, g. w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1d247368-019e-4b93-90e9-92eedcb77369","d487b048-a9e5-45fe-8def-cf340cbfef62","ncu00332635","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1965",NA,NA,"ahles, harry e.; james, fred c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1d2d732d-6ffc-4dd0-be74-1eae365ff5a8","3c235fee-eaa0-4cae-be0c-010e6ed946de","cm149906","diapensiaceae","galax","galax urceolata","united states","south carolina",-83.019594,34.88037,"1953-04-20","1953","4","20","henry, l.k.; beer, f.h.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"1d5bae67-7eec-47d2-99d2-d05a78dfc8ca","5f0d9869-fdbf-41ae-b929-171460346a30","ga059194","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1939-04-10","1939","4","10","jones, h","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"1d6984cd-10b7-4bf2-beba-f1d43bccb757","http://n2t.net/ark:/65665/3905a8482-560d-44cb-a19f-34bf089ac867","us 279088","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1896-06","1896","6",NA,"a. ruth","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"1d8f23de-4645-4d4c-bc13-9499b225046e","866e5c81-1759-4f5b-8719-99e4633e79c5","234888","diapensiaceae","galax","galax urceolata","united states","tennessee",-83.952569,35.631113,"1982-05-29","1982","5","29","david e boufford; stephen a spongberg; p s white","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"1dec95c1-d180-46a0-9904-d630117c90b2","c14192d1-5c47-4f1a-a415-15f7f524ff81","odu00020342","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1966",NA,NA,"a.m. harvill","0038ce2e-43bb-4f70-8dd6-dca34efd3fca"
"1e4db122-fab2-432a-b4bf-e912b6ea153c","9b8f6fe1-b869-4a8b-948d-9a7fbb59547d","duke10095584","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"1e6b4b45-6373-4a66-8133-ed068188c200","593bd868-ffcd-4b4c-832a-f0e19826d9ec","farm-0026160","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1996",NA,NA,"stevens, charles e.","a16dc8d8-ff4a-4d62-a684-2937fb292b8d"
"1e7178d2-cc93-47a1-a114-e6fc9bbae9d7","5093d578-5172-4dac-a8de-2c44b138e839","clems0042856","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c"
"1ec7db7d-22a9-4d9f-ae14-eb8671387609","b92293b1-9f09-4fa7-8d49-a112330a5860",NA,"diapensiaceae","galax","galax urceolata","united states","west virginia",30,37,"2021-09-11","2021","9","11","kevin campbell","8f689b8b-5b65-4638-9555-f2a5d237a624"
"1efdb82c-2a1f-44f0-b4dc-f72493640130","e8029ea0-3ddf-47b2-a4a1-13dac46327cf","ncu00326362","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1957",NA,NA,"bell, c. ritchie","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1f068d21-87f4-45bb-8500-8ec5bf5064cc","1e9267e6-8469-4184-a651-b44141b8404d","31234100396256","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1999-05-07","1999","5","7","ronald l. jones","20360fae-574a-4d63-b9f6-47b1cc07fd22"
"1f50811b-6ec1-4d9c-a004-021b613b2199","84edd80d-5c25-4bc5-a319-407160fa9329","wcuh0010431","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"1f5b0e1e-44f7-43e3-9e3c-360f9420b4b6","1e16eed9-46b6-11e5-8c8a-cef45ef6b9ba","44318","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1981",NA,NA,"north, gretchen","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"1f8210da-8719-4749-ab28-5377b8a45683","8ccbdc9d-7bb3-4cd4-8e07-56e8e64b9341","263082","diapensiaceae","galax","galax urceolata","united states","north carolina",-83.1918,35.06282,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
