"locality string","country","state","county","latitude","longitude","correction status","precision","error polygon","multiple results","ID","name","basis"
"Highland Nursery at Pineola, N.C.","United States of America","North Carolina","Avery",NA,NA,"","","","","2234462058","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Swannanoa River","United States of America","North Carolina","Buncombe",NA,NA,"","","","","3341250354","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
"Swannanoa River","United States of America","North Carolina","Buncombe",NA,NA,"","","","","3341250354","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina",NA,NA,NA,"","","","","1321637616","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"The New York Botanical Garden. Plants of Biltmore, North Carolina.","United States of America","North Carolina","Buncombe",NA,NA,"","","","","2234463072","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Sud Carol. White Water Valley. Oconee County.","United States of America",NA,NA,NA,NA,"","","","","2516314408","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094370","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","Unknown",NA,NA,NA,"","","","","1571030658","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1317946574","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1318563129","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Swannanoa River","United States of America","North Carolina","Buncombe",NA,NA,"","","","","3341250354","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
"Swannanoa River","United States of America","North Carolina","Buncombe",NA,NA,"","","","","3341250354","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
"White Water Valley","United States of America","South Carolina","Oconee",NA,NA,"","","","","3503198593","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
